prompt_id,prompt_uid,image_path,prompt_status,image_status,qc_status,intended_score_band,intended_coarse_class,intended_representative_score,reviewed_score_band,reviewed_coarse_class,final_score_band,final_coarse_class,training_score_band,training_coarse_class,training_representative_score,training_label_source,prompt_title,prompt_model,band_spec_file,qc_notes,damage_profile_primary,damage_profile_secondary,damage_location_primary,box_form_factor,box_pattern,label_presence,tape_profile,background_context,camera_angle,lighting_style,preprocessing_profile
542,prompt_d227d68780de4d16,images/img_1ebae4e7cf1443fa.png,drafted,generated,accepted_as_labeled,36-45,moderate,40,36-45,moderate,36-45,moderate,36-45,moderate,40,intended_reviewed_match,Centered puncture on front face,gpt-5.4-mini,36-45-moderate-low.md,,single_small_puncture_with_denting,minor_tape_peel,front_face_center,tall_rectangular,subtle_printed_markings,small_shipping_label,cross_tape,packing_station,high_three_quarter_left,harsh_side_shadow,rgb_resize_384
543,prompt_021e03b1438646b3,images/img_2544c61acac044e9.png,drafted,generated,accepted_as_labeled,36-45,moderate,40,36-45,moderate,36-45,moderate,36-45,moderate,40,intended_reviewed_match,Frayed top-left corner with face dent,gpt-5.4-mini,36-45-moderate-low.md,,frayed_corner_plus_face_dent,light_crease_cluster,front_top_left_corner,long_rectangular,plain_brown,multiple_small_stickers,single_center_tape,van_cargo_area,three_quarter_left,backlit_but_readable,rgb_resize_384
544,prompt_fba5822efcd84b46,images/img_25f1edcfe35d469d.png,drafted,generated,accepted_as_labeled,36-45,moderate,40,36-45,moderate,36-45,moderate,36-45,moderate,40,intended_reviewed_match,Top flap edge split on small cube,gpt-5.4-mini,36-45-moderate-low.md,,edge_split_without_cavity,small_stain_patch,top_flap_edge,small_cube,subtle_printed_markings,no_visible_label,reinforced_edge_tape,plain_studio_floor,three_quarter_left,soft_even,rgb_resize_384
545,prompt_05b45ec2578344c6,images/img_83f3873c72e549b1.png,drafted,generated,accepted_as_labeled,36-45,moderate,40,36-45,moderate,36-45,moderate,36-45,moderate,40,intended_reviewed_match,Top-right puncture on patchwork box,gpt-5.4-mini,36-45-moderate-low.md,,single_small_puncture_with_denting,none,front_top_right_corner,tall_rectangular,recycled_patchwork_cardboard,barcode_label_only,minimal_tape,delivery_sorting_table,diagonal_corner_view,mixed_indoor,rgb_resize_384
546,prompt_614ec4fd6ddf48ac,images/img_c55e3ed09b1c43aa.png,drafted,generated,accepted_relabel,36-45,moderate,40,21-30,minor,21-30,minor,21-30,minor,25,final_relabel,Peeling seam at front top-left,gpt-5.4-mini,36-45-moderate-low.md,,edge_split_without_cavity,secondary_corner_softening,front_top_left_corner,tall_rectangular,tape_heavy_plain,small_shipping_label,old_peeling_tape,outdoor_doorstep,side_profile_left,dim_ambient,rgb_resize_384
547,prompt_0fea17e21d694e62,images/img_0f2f227cd83c4c6a.png,drafted,generated,accepted_as_labeled,36-45,moderate,40,36-45,moderate,36-45,moderate,36-45,moderate,40,intended_reviewed_match,Left side panel seam failure,gpt-5.4-mini,36-45-moderate-low.md,,edge_split_without_cavity,minor_tape_peel,left_side_panel,flat_mailer_box,subtle_printed_markings,no_visible_label,cross_tape,packing_station,three_quarter_right,cool_fluorescent,rgb_resize_384
548,prompt_d5d40fd7fbf149f2,images/img_191a0f5515f34c87.png,drafted,generated,accepted_as_labeled,36-45,moderate,40,36-45,moderate,36-45,moderate,36-45,moderate,40,intended_reviewed_match,Bottom-left frayed corner with dent,gpt-5.4-mini,36-45-moderate-low.md,,frayed_corner_plus_face_dent,none,front_bottom_left_corner,long_rectangular,plain_brown,barcode_label_only,reinforced_edge_tape,van_cargo_area,high_three_quarter_right,dim_ambient,rgb_resize_384
549,prompt_882ce8977cab4577,images/img_d14fe0e8f7134b27.png,drafted,generated,accepted_relabel,36-45,moderate,40,31-35,minor,31-35,minor,31-35,minor,33,final_relabel,Top-edge split on overhead porch view,gpt-5.4-mini,36-45-moderate-low.md,,edge_split_without_cavity,secondary_corner_softening,top_flap_edge,medium_standard,shipping_label_patch,no_visible_label,minimal_tape,outdoor_doorstep,top_down,soft_even,rgb_resize_384
550,prompt_808474b26e474fa5,images/img_c07f128f0bb44889.png,drafted,generated,accepted_relabel,36-45,moderate,40,46-55,moderate,46-55,moderate,46-55,moderate,50,final_relabel,Bottom-left puncture and dent,gpt-5.4-mini,36-45-moderate-low.md,,frayed_corner_plus_face_dent,small_stain_patch,front_bottom_left_corner,small_cube,subtle_printed_markings,barcode_label_only,old_peeling_tape,warehouse_floor,high_three_quarter_right,cool_fluorescent,rgb_resize_384
551,prompt_3c9400caa005488e,images/img_af6799c889dc4289.png,drafted,generated,accepted_as_labeled,36-45,moderate,40,36-45,moderate,36-45,moderate,36-45,moderate,40,intended_reviewed_match,Left panel puncture with small stain,gpt-5.4-mini,36-45-moderate-low.md,,single_small_puncture_with_denting,small_stain_patch,left_side_panel,medium_standard,shipping_label_patch,small_shipping_label,cross_tape,warehouse_floor,three_quarter_left,cool_fluorescent,rgb_resize_384
552,prompt_a8a438fe0682489a,images/img_94802cd2ad1a4bcb.png,drafted,generated,accepted_relabel,36-45,moderate,40,21-30,minor,21-30,minor,21-30,minor,25,final_relabel,Bottom-right corner seam split,gpt-5.4-mini,36-45-moderate-low.md,,edge_split_without_cavity,light_crease_cluster,front_bottom_right_corner,tall_rectangular,plain_brown,multiple_small_stickers,minimal_tape,delivery_sorting_table,side_profile_right,soft_even,rgb_resize_384
553,prompt_2ee7ddf0f98f4978,images/img_92323fb0d02b4acd.png,drafted,generated,accepted_as_labeled,36-45,moderate,40,36-45,moderate,36-45,moderate,36-45,moderate,40,intended_reviewed_match,Top-left puncture on small cube,gpt-5.4-mini,36-45-moderate-low.md,,single_small_puncture_with_denting,light_crease_cluster,front_top_left_corner,small_cube,tape_heavy_plain,small_shipping_label,old_peeling_tape,plain_studio_floor,front_eye_level,mixed_indoor,rgb_resize_384
554,prompt_de21b5daaedf4f60,images/img_962321e1d3e54f8c.png,drafted,generated,accepted_relabel,36-45,moderate,40,31-35,minor,31-35,minor,31-35,minor,33,final_relabel,Mailer bottom-left corner fray,gpt-5.4-mini,36-45-moderate-low.md,,frayed_corner_plus_face_dent,minor_tape_peel,front_bottom_left_corner,flat_mailer_box,tape_heavy_plain,barcode_label_only,cross_tape,packing_station,low_angle_front,dim_ambient,rgb_resize_384
555,prompt_8f4d07f2c42e4ac0,images/img_94eea9246adc425b.png,drafted,generated,accepted_as_labeled,36-45,moderate,40,36-45,moderate,36-45,moderate,36-45,moderate,40,intended_reviewed_match,"Right-side puncture, clean studio view",gpt-5.4-mini,36-45-moderate-low.md,,single_small_puncture_with_denting,none,right_side_panel,small_cube,subtle_printed_markings,barcode_label_only,cross_tape,plain_studio_floor,side_profile_right,backlit_but_readable,rgb_resize_384
556,prompt_52a6b143ba01415d,images/img_9db5dc7336aa491d.png,drafted,generated,accepted_as_labeled,36-45,moderate,40,36-45,moderate,36-45,moderate,36-45,moderate,40,intended_reviewed_match,Top-left fray with stain outdoors,gpt-5.4-mini,36-45-moderate-low.md,,frayed_corner_plus_face_dent,small_stain_patch,front_top_left_corner,tall_rectangular,shipping_label_patch,no_visible_label,single_center_tape,outdoor_doorstep,high_three_quarter_right,harsh_side_shadow,rgb_resize_384
557,prompt_da06084987dc4557,images/img_7def9a1b50244d7e.png,drafted,generated,accepted_relabel,36-45,moderate,40,31-35,minor,31-35,minor,31-35,minor,33,final_relabel,Top-right corner dent on mailer box,gpt-5.4-mini,36-45-moderate-low.md,,frayed_corner_plus_face_dent,none,front_top_right_corner,flat_mailer_box,recycled_patchwork_cardboard,multiple_small_stickers,old_peeling_tape,van_cargo_area,top_down,dim_ambient,rgb_resize_384
558,prompt_30e5a804803a4d04,images/img_872a7f5b9a9d414b.png,drafted,generated,accepted_as_labeled,36-45,moderate,40,36-45,moderate,36-45,moderate,36-45,moderate,40,intended_reviewed_match,Right panel puncture with secondary dent,gpt-5.4-mini,36-45-moderate-low.md,,single_small_puncture_with_denting,secondary_face_dent,right_side_panel,long_rectangular,shipping_label_patch,barcode_label_only,reinforced_edge_tape,warehouse_floor,front_eye_level,mixed_indoor,rgb_resize_384
559,prompt_f836e11ed3d04473,images/img_ce356d25e4a14a40.png,drafted,generated,accepted_relabel,36-45,moderate,40,31-35,minor,31-35,minor,31-35,minor,33,final_relabel,Top flap split on sorting table,gpt-5.4-mini,36-45-moderate-low.md,,edge_split_without_cavity,minor_tape_peel,top_flap_edge,medium_standard,plain_brown,multiple_small_stickers,cross_tape,delivery_sorting_table,side_profile_left,mixed_indoor,rgb_resize_384
560,prompt_dd3bc0ab8db448cc,images/img_d6e45a22a1ff4862.png,drafted,generated,accepted_as_labeled,36-45,moderate,40,36-45,moderate,36-45,moderate,36-45,moderate,40,intended_reviewed_match,Bottom-right seam failure in van cargo,gpt-5.4-mini,36-45-moderate-low.md,,edge_split_without_cavity,none,front_bottom_right_corner,long_rectangular,tape_heavy_plain,small_shipping_label,single_center_tape,van_cargo_area,diagonal_corner_view,backlit_but_readable,rgb_resize_384
561,prompt_07a963c426d74476,images/img_417f2c10d8934318.png,drafted,generated,accepted_as_labeled,36-45,moderate,40,36-45,moderate,36-45,moderate,36-45,moderate,40,intended_reviewed_match,Top-left corner fray with secondary dent,gpt-5.4-mini,36-45-moderate-low.md,,frayed_corner_plus_face_dent,secondary_face_dent,front_top_left_corner,flat_mailer_box,subtle_printed_markings,no_visible_label,cross_tape,outdoor_doorstep,side_profile_left,harsh_side_shadow,rgb_resize_384
562,prompt_2a5823a718b648ef,images/img_abd399dbfd874209.png,drafted,generated,accepted_as_labeled,36-45,moderate,40,36-45,moderate,36-45,moderate,36-45,moderate,40,intended_reviewed_match,Centered puncture on recycled tall box,gpt-5.4-mini,36-45-moderate-low.md,,single_small_puncture_with_denting,small_stain_patch,front_face_center,tall_rectangular,recycled_patchwork_cardboard,multiple_small_stickers,reinforced_edge_tape,warehouse_floor,high_three_quarter_left,backlit_but_readable,rgb_resize_384
563,prompt_7579ab945c7a4340,images/img_ce8ae871d7414779.png,drafted,generated,accepted_as_labeled,36-45,moderate,40,36-45,moderate,36-45,moderate,36-45,moderate,40,intended_reviewed_match,Right panel puncture on cube box,gpt-5.4-mini,36-45-moderate-low.md,,single_small_puncture_with_denting,secondary_corner_softening,right_side_panel,small_cube,recycled_patchwork_cardboard,no_visible_label,old_peeling_tape,packing_station,three_quarter_left,soft_even,rgb_resize_384
564,prompt_42898783c3994a26,images/img_d2421e4f84d7427d.png,drafted,generated,accepted_as_labeled,36-45,moderate,40,36-45,moderate,36-45,moderate,36-45,moderate,40,intended_reviewed_match,Bottom-left frayed corner with stain,gpt-5.4-mini,36-45-moderate-low.md,,frayed_corner_plus_face_dent,small_stain_patch,front_bottom_left_corner,flat_mailer_box,subtle_printed_markings,multiple_small_stickers,single_center_tape,plain_studio_floor,high_three_quarter_right,harsh_side_shadow,rgb_resize_384
565,prompt_785b2d19a39a4f1d,images/img_674b69cbf1e74a6a.png,drafted,generated,accepted_relabel,36-45,moderate,40,21-30,minor,21-30,minor,21-30,minor,25,final_relabel,Left panel seam split at warehouse,gpt-5.4-mini,36-45-moderate-low.md,,edge_split_without_cavity,secondary_face_dent,left_side_panel,long_rectangular,plain_brown,barcode_label_only,single_center_tape,delivery_sorting_table,three_quarter_right,cool_fluorescent,rgb_resize_384
566,prompt_cef5f19386c0453f,images/img_497db71fd8e64794.png,drafted,generated,accepted_relabel,36-45,moderate,40,31-35,minor,31-35,minor,31-35,minor,33,final_relabel,Top flap edge split on small cube,gpt-5.4-mini,36-45-moderate-low.md,,edge_split_without_cavity,none,top_flap_edge,small_cube,shipping_label_patch,small_shipping_label,minimal_tape,warehouse_floor,low_angle_front,dim_ambient,rgb_resize_384
567,prompt_1151d57e888a4093,images/img_f8f7e15a23ee4896.png,drafted,generated,accepted_relabel,36-45,moderate,40,31-35,minor,31-35,minor,31-35,minor,33,final_relabel,Right panel seam split on porch,gpt-5.4-mini,36-45-moderate-low.md,,edge_split_without_cavity,minor_tape_peel,right_side_panel,medium_standard,subtle_printed_markings,multiple_small_stickers,single_center_tape,outdoor_doorstep,slightly_top_down,soft_even,rgb_resize_384
568,prompt_9e07e14e02134437,images/img_fb2654d099854a40.png,drafted,generated,accepted_as_labeled,36-45,moderate,40,36-45,moderate,36-45,moderate,36-45,moderate,40,intended_reviewed_match,Bottom-right frayed corner on mailer,gpt-5.4-mini,36-45-moderate-low.md,,frayed_corner_plus_face_dent,secondary_corner_softening,front_bottom_right_corner,flat_mailer_box,shipping_label_patch,barcode_label_only,cross_tape,van_cargo_area,high_three_quarter_left,backlit_but_readable,rgb_resize_384
569,prompt_ed2b64b559744799,images/img_0b3e54705ae649fd.png,drafted,generated,accepted_as_labeled,36-45,moderate,40,36-45,moderate,36-45,moderate,36-45,moderate,40,intended_reviewed_match,Centered puncture on small cube,gpt-5.4-mini,36-45-moderate-low.md,,single_small_puncture_with_denting,light_crease_cluster,front_face_center,small_cube,plain_brown,multiple_small_stickers,minimal_tape,plain_studio_floor,slightly_top_down,harsh_side_shadow,rgb_resize_384
570,prompt_03cb03d286854598,images/img_2e88e00ccf3d4a0a.png,drafted,generated,accepted_as_labeled,36-45,moderate,40,36-45,moderate,36-45,moderate,36-45,moderate,40,intended_reviewed_match,Left side panel puncture with soft corner,gpt-5.4-mini,36-45-moderate-low.md,,single_small_puncture_with_denting,secondary_corner_softening,left_side_panel,medium_standard,tape_heavy_plain,small_shipping_label,reinforced_edge_tape,packing_station,side_profile_left,mixed_indoor,rgb_resize_384
571,prompt_60f3d5b6eb794e6f,images/img_444348d701e04c55.png,drafted,generated,accepted_relabel,36-45,moderate,40,21-30,minor,21-30,minor,21-30,minor,25,final_relabel,Top-edge split on long box,gpt-5.4-mini,36-45-moderate-low.md,,edge_split_without_cavity,secondary_corner_softening,top_flap_edge,long_rectangular,tape_heavy_plain,barcode_label_only,minimal_tape,delivery_sorting_table,side_profile_right,cool_fluorescent,rgb_resize_384
572,prompt_339cf5f41d624fb7,images/img_999c01e910d34883.png,drafted,generated,accepted_as_labeled,36-45,moderate,40,36-45,moderate,36-45,moderate,36-45,moderate,40,intended_reviewed_match,Front-face puncture and crease cluster,gpt-5.4-mini,36-45-moderate-low.md,,single_small_puncture_with_denting,light_crease_cluster,front_face_center,long_rectangular,recycled_patchwork_cardboard,small_shipping_label,cross_tape,packing_station,low_angle_front,harsh_side_shadow,rgb_resize_384
573,prompt_dae60c8df7d34187,images/img_794be604a9a94eba.png,drafted,generated,accepted_as_labeled,36-45,moderate,40,36-45,moderate,36-45,moderate,36-45,moderate,40,intended_reviewed_match,Bottom-right corner fray and dent,gpt-5.4-mini,36-45-moderate-low.md,,frayed_corner_plus_face_dent,secondary_face_dent,front_bottom_right_corner,medium_standard,plain_brown,no_visible_label,reinforced_edge_tape,outdoor_doorstep,bottom_edge_low,mixed_indoor,rgb_resize_384
574,prompt_0b264fb1b6ea444d,images/img_0e16d3628ab74f5b.png,drafted,generated,accepted_as_labeled,36-45,moderate,40,36-45,moderate,36-45,moderate,36-45,moderate,40,intended_reviewed_match,Front-center puncture on patchwork box,gpt-5.4-mini,36-45-moderate-low.md,,single_small_puncture_with_denting,none,front_face_center,medium_standard,recycled_patchwork_cardboard,no_visible_label,minimal_tape,delivery_sorting_table,top_down,dim_ambient,rgb_resize_384
575,prompt_8f0d4471faa5459f,images/img_d8c316dbdabf4030.png,drafted,generated,accepted_as_labeled,36-45,moderate,40,36-45,moderate,36-45,moderate,36-45,moderate,40,intended_reviewed_match,Top-right frayed corner with stain,gpt-5.4-mini,36-45-moderate-low.md,,frayed_corner_plus_face_dent,small_stain_patch,front_top_right_corner,small_cube,plain_brown,small_shipping_label,single_center_tape,outdoor_doorstep,diagonal_corner_view,backlit_but_readable,rgb_resize_384
576,prompt_10cc01c57f3349e9,images/img_f688a6a0d5824271.png,drafted,generated,accepted_as_labeled,36-45,moderate,40,36-45,moderate,36-45,moderate,36-45,moderate,40,intended_reviewed_match,Bottom-right corner fray on tall box,gpt-5.4-mini,36-45-moderate-low.md,,frayed_corner_plus_face_dent,none,front_bottom_right_corner,tall_rectangular,tape_heavy_plain,barcode_label_only,reinforced_edge_tape,van_cargo_area,low_angle_front,soft_even,rgb_resize_384
577,prompt_0c6c3c2f191a460e,images/img_eebe9504100046cf.png,drafted,generated,accepted_relabel,36-45,moderate,40,31-35,minor,31-35,minor,31-35,minor,33,final_relabel,Left panel edge split in fluorescent light,gpt-5.4-mini,36-45-moderate-low.md,,edge_split_without_cavity,secondary_corner_softening,left_side_panel,tall_rectangular,subtle_printed_markings,small_shipping_label,old_peeling_tape,packing_station,front_eye_level,cool_fluorescent,rgb_resize_384
578,prompt_83ee876f14b4415a,images/img_c200efcbc9d64a2f.png,drafted,generated,accepted_relabel,36-45,moderate,40,46-55,moderate,46-55,moderate,46-55,moderate,50,final_relabel,Bottom-left fray with crease cluster,gpt-5.4-mini,36-45-moderate-low.md,,frayed_corner_plus_face_dent,light_crease_cluster,front_bottom_left_corner,long_rectangular,recycled_patchwork_cardboard,no_visible_label,old_peeling_tape,delivery_sorting_table,diagonal_corner_view,cool_fluorescent,rgb_resize_384
579,prompt_38a12d9874e146b0,images/img_90ba089d5cf24e2a.png,drafted,generated,accepted_as_labeled,36-45,moderate,40,36-45,moderate,36-45,moderate,36-45,moderate,40,intended_reviewed_match,Top-right puncture with tape peel,gpt-5.4-mini,36-45-moderate-low.md,,single_small_puncture_with_denting,minor_tape_peel,front_top_right_corner,flat_mailer_box,recycled_patchwork_cardboard,barcode_label_only,reinforced_edge_tape,warehouse_floor,diagonal_corner_view,cool_fluorescent,rgb_resize_384
580,prompt_aeed7a07c20e4d03,images/img_f9ea3afe40674299.png,drafted,generated,accepted_as_labeled,36-45,moderate,40,36-45,moderate,36-45,moderate,36-45,moderate,40,intended_reviewed_match,Top-left seam split overhead,gpt-5.4-mini,36-45-moderate-low.md,,edge_split_without_cavity,minor_tape_peel,front_top_left_corner,flat_mailer_box,subtle_printed_markings,multiple_small_stickers,cross_tape,warehouse_floor,top_down,harsh_side_shadow,rgb_resize_384
581,prompt_6c17677259684401,images/img_cf6119637f1f45bf.png,drafted,generated,accepted_as_labeled,36-45,moderate,40,36-45,moderate,36-45,moderate,36-45,moderate,40,intended_reviewed_match,Top-left puncture on long cargo box,gpt-5.4-mini,36-45-moderate-low.md,,single_small_puncture_with_denting,secondary_face_dent,front_top_left_corner,long_rectangular,shipping_label_patch,small_shipping_label,single_center_tape,van_cargo_area,diagonal_corner_view,soft_even,rgb_resize_384
582,prompt_adb1b4444ba44c42,images/img_7c918ce8728e43ec.png,drafted,generated,accepted_as_labeled,36-45,moderate,40,36-45,moderate,36-45,moderate,36-45,moderate,40,intended_reviewed_match,Bottom-left frayed corner in studio light,gpt-5.4-mini,36-45-moderate-low.md,,frayed_corner_plus_face_dent,none,front_bottom_left_corner,small_cube,subtle_printed_markings,multiple_small_stickers,cross_tape,plain_studio_floor,side_profile_left,harsh_side_shadow,rgb_resize_384
583,prompt_303731ca11104d13,images/img_0e6918a349e14d17.png,drafted,generated,accepted_as_labeled,36-45,moderate,40,36-45,moderate,36-45,moderate,36-45,moderate,40,intended_reviewed_match,Right side seam split on studio floor,gpt-5.4-mini,36-45-moderate-low.md,,edge_split_without_cavity,small_stain_patch,right_side_panel,medium_standard,shipping_label_patch,no_visible_label,single_center_tape,plain_studio_floor,high_three_quarter_right,cool_fluorescent,rgb_resize_384
584,prompt_c33b1d66d8c84a87,images/img_ab732ec3708f4ed9.png,drafted,generated,accepted_as_labeled,46-55,moderate,50,46-55,moderate,46-55,moderate,46-55,moderate,50,intended_reviewed_match,Corner-edge damage on flat mailer,gpt-5.4-mini,46-55-moderate-mid.md,,multiple_damaged_edges,minor_tape_peel,front_bottom_left_corner,flat_mailer_box,tape_heavy_plain,multiple_small_stickers,single_center_tape,delivery_sorting_table,diagonal_corner_view,soft_even,rgb_resize_384
585,prompt_6757a914a60549a3,images/img_4508a42c9ae34313.png,drafted,generated,accepted_relabel,46-55,moderate,50,66-75,severe,66-75,severe,66-75,severe,70,final_relabel,Small cube with reinforced top-left damage,gpt-5.4-mini,46-55-moderate-mid.md,,multiple_damaged_edges,extra_small_puncture,front_top_left_corner,small_cube,shipping_label_patch,small_shipping_label,reinforced_edge_tape,plain_studio_floor,diagonal_corner_view,dim_ambient,rgb_resize_384
586,prompt_f730b07c86f747ac,images/img_67fe6c125fb44550.png,drafted,generated,accepted_as_labeled,46-55,moderate,50,46-55,moderate,46-55,moderate,46-55,moderate,50,intended_reviewed_match,Left panel dent and tear on recycled mailer,gpt-5.4-mini,46-55-moderate-mid.md,,face_dent_with_visible_tear,secondary_corner_softening,left_side_panel,flat_mailer_box,recycled_patchwork_cardboard,multiple_small_stickers,minimal_tape,plain_studio_floor,low_angle_front,backlit_but_readable,rgb_resize_384
587,prompt_78885ca5291c4c8d,images/img_7700298e1ab74d36.png,drafted,generated,accepted_as_labeled,46-55,moderate,50,46-55,moderate,46-55,moderate,46-55,moderate,50,intended_reviewed_match,Right panel dent-tear in cargo van,gpt-5.4-mini,46-55-moderate-mid.md,,face_dent_with_visible_tear,none,right_side_panel,long_rectangular,plain_brown,barcode_label_only,reinforced_edge_tape,van_cargo_area,side_profile_right,dim_ambient,rgb_resize_384
588,prompt_682684b71a9c4c30,images/img_3450fd022e184378.png,drafted,generated,accepted_as_labeled,46-55,moderate,50,46-55,moderate,46-55,moderate,46-55,moderate,50,intended_reviewed_match,Bottom-left corner split on tall box,gpt-5.4-mini,46-55-moderate-mid.md,,clear_corner_split,small_stain_patch,front_bottom_left_corner,tall_rectangular,plain_brown,small_shipping_label,cross_tape,delivery_sorting_table,front_eye_level,cool_fluorescent,rgb_resize_384
589,prompt_967acd4b0df44080,images/img_512bcd534d824e90.png,drafted,generated,accepted_as_labeled,46-55,moderate,50,46-55,moderate,46-55,moderate,46-55,moderate,50,intended_reviewed_match,Top-right corner split with softening,gpt-5.4-mini,46-55-moderate-mid.md,,clear_corner_split,secondary_corner_softening,front_top_right_corner,medium_standard,shipping_label_patch,no_visible_label,cross_tape,plain_studio_floor,three_quarter_right,cool_fluorescent,rgb_resize_384
590,prompt_db9a0d803e7c46c4,images/img_0c8f1e379edd4872.png,drafted,generated,accepted_relabel,46-55,moderate,50,36-45,moderate,36-45,moderate,36-45,moderate,40,final_relabel,Top flap edge wear and peel,gpt-5.4-mini,46-55-moderate-mid.md,,multiple_damaged_edges,minor_tape_peel,top_flap_edge,flat_mailer_box,tape_heavy_plain,no_visible_label,minimal_tape,packing_station,top_down,soft_even,rgb_resize_384
591,prompt_5cf06be4d6a14648,images/img_a0d33fdc21874086.png,drafted,generated,accepted_as_labeled,46-55,moderate,50,46-55,moderate,46-55,moderate,46-55,moderate,50,intended_reviewed_match,Compressed right panel with old tape,gpt-5.4-mini,46-55-moderate-mid.md,,partial_side_compression,small_stain_patch,right_side_panel,medium_standard,plain_brown,barcode_label_only,old_peeling_tape,van_cargo_area,front_eye_level,mixed_indoor,rgb_resize_384
592,prompt_d959d40323ad45a0,images/img_1dff31e20ba44c98.png,drafted,generated,accepted_as_labeled,46-55,moderate,50,46-55,moderate,46-55,moderate,46-55,moderate,50,intended_reviewed_match,Bottom-left split corner on recycled box,gpt-5.4-mini,46-55-moderate-mid.md,,clear_corner_split,none,front_bottom_left_corner,medium_standard,recycled_patchwork_cardboard,multiple_small_stickers,old_peeling_tape,van_cargo_area,high_three_quarter_right,harsh_side_shadow,rgb_resize_384
593,prompt_bfe7aadb4fce4f5c,images/img_569ca4a0702648da.png,drafted,generated,accepted_relabel,46-55,moderate,50,56-65,moderate,56-65,moderate,56-65,moderate,60,final_relabel,Front-center dent and tear on tall box,gpt-5.4-mini,46-55-moderate-mid.md,,face_dent_with_visible_tear,extra_small_puncture,front_face_center,tall_rectangular,recycled_patchwork_cardboard,no_visible_label,minimal_tape,warehouse_floor,slightly_top_down,soft_even,rgb_resize_384
594,prompt_f43b2988faa1416a,images/img_da9858eafeeb43af.png,drafted,generated,accepted_as_labeled,46-55,moderate,50,46-55,moderate,46-55,moderate,46-55,moderate,50,intended_reviewed_match,Left panel tear with supporting dent,gpt-5.4-mini,46-55-moderate-mid.md,,face_dent_with_visible_tear,secondary_face_dent,left_side_panel,small_cube,subtle_printed_markings,multiple_small_stickers,reinforced_edge_tape,warehouse_floor,high_three_quarter_left,backlit_but_readable,rgb_resize_384
595,prompt_7e2015843d1c494c,images/img_fc294cdf98b04cd2.png,drafted,generated,accepted_as_labeled,46-55,moderate,50,46-55,moderate,46-55,moderate,46-55,moderate,50,intended_reviewed_match,Right panel compression on doorstep,gpt-5.4-mini,46-55-moderate-mid.md,,partial_side_compression,secondary_face_dent,right_side_panel,tall_rectangular,subtle_printed_markings,small_shipping_label,single_center_tape,outdoor_doorstep,three_quarter_right,soft_even,rgb_resize_384
596,prompt_e2f46098704b4121,images/img_607bd91af7204fb9.png,drafted,generated,accepted_as_labeled,46-55,moderate,50,46-55,moderate,46-55,moderate,46-55,moderate,50,intended_reviewed_match,"Front-center dent and tear, tape-heavy cube",gpt-5.4-mini,46-55-moderate-mid.md,,face_dent_with_visible_tear,minor_tape_peel,front_face_center,small_cube,tape_heavy_plain,multiple_small_stickers,single_center_tape,outdoor_doorstep,top_down,cool_fluorescent,rgb_resize_384
597,prompt_192d032250044e5d,images/img_0a9cd5f1be6f41c8.png,drafted,generated,accepted_relabel,46-55,moderate,50,36-45,moderate,36-45,moderate,36-45,moderate,40,final_relabel,Top-left split corner on mailer,gpt-5.4-mini,46-55-moderate-mid.md,,clear_corner_split,secondary_face_dent,front_top_left_corner,flat_mailer_box,plain_brown,multiple_small_stickers,cross_tape,plain_studio_floor,high_three_quarter_left,backlit_but_readable,rgb_resize_384
598,prompt_8846d499870c431f,images/img_a0e8dbfed28346c0.png,drafted,generated,accepted_as_labeled,46-55,moderate,50,46-55,moderate,46-55,moderate,46-55,moderate,50,intended_reviewed_match,Right panel compression with label patch,gpt-5.4-mini,46-55-moderate-mid.md,,partial_side_compression,secondary_corner_softening,right_side_panel,small_cube,shipping_label_patch,small_shipping_label,minimal_tape,outdoor_doorstep,bottom_edge_low,backlit_but_readable,rgb_resize_384
599,prompt_222241c126f54911,images/img_6021cb5e17f145a3.png,drafted,generated,accepted_as_labeled,46-55,moderate,50,46-55,moderate,46-55,moderate,46-55,moderate,50,intended_reviewed_match,"Left panel compression, warehouse floor",gpt-5.4-mini,46-55-moderate-mid.md,,partial_side_compression,extra_small_puncture,left_side_panel,medium_standard,plain_brown,no_visible_label,minimal_tape,warehouse_floor,side_profile_left,mixed_indoor,rgb_resize_384
600,prompt_8d2daaa87b094054,images/img_0f09d29920714049.png,drafted,generated,accepted_as_labeled,46-55,moderate,50,46-55,moderate,46-55,moderate,46-55,moderate,50,intended_reviewed_match,Top-right edge damage in packing station,gpt-5.4-mini,46-55-moderate-mid.md,,multiple_damaged_edges,none,front_top_right_corner,long_rectangular,tape_heavy_plain,barcode_label_only,single_center_tape,packing_station,high_three_quarter_right,harsh_side_shadow,rgb_resize_384
601,prompt_9b24f21b6b9a4ded,images/img_e9cfe5b9fff043df.png,drafted,generated,accepted_as_labeled,46-55,moderate,50,46-55,moderate,46-55,moderate,46-55,moderate,50,intended_reviewed_match,Right panel compression on sorting table,gpt-5.4-mini,46-55-moderate-mid.md,,partial_side_compression,secondary_corner_softening,right_side_panel,small_cube,recycled_patchwork_cardboard,no_visible_label,reinforced_edge_tape,delivery_sorting_table,side_profile_right,cool_fluorescent,rgb_resize_384
